dst_host_srv_count,dst_host_diff_srv_rate,flag,srv_serror_rate,serror_rate,Malicious
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
124,0.11,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
243,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
238,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.25,0.25,0
32,0.04,2,0.0,0.0,0
252,0.01,2,0.0,0.0,0
136,0.01,2,0.0,0.0,0
84,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
59,0.03,2,0.0,0.0,0
19,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
4,0.01,2,0.0,0.0,0
2,0.85,2,0.0,0.0,0
53,0.0,2,0.0,0.0,0
161,0.05,2,0.0,0.0,0
189,0.03,2,0.0,0.0,0
1,0.55,2,0.0,0.0,0
89,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
190,0.01,2,0.0,0.0,0
172,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
14,0.07,2,0.0,0.0,0
63,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
162,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
69,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
5,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,4,0.5,0.5,0
113,0.02,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
223,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
147,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
11,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
95,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
243,0.01,2,0.0,0.0,0
21,0.07,2,0.0,0.0,0
103,0.02,2,0.0,0.0,0
94,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
20,0.1,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.06,2,0.0,0.0,0
11,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
77,0.03,7,0.5,1.0,0
255,0.0,2,0.0,0.0,0
66,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
244,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
43,0.0,2,0.0,0.0,0
54,0.04,2,0.5,0.5,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
141,0.0,2,0.0,0.0,0
11,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
228,0.01,2,0.0,0.0,0
139,0.05,2,0.0,0.0,0
101,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
73,0.02,2,0.0,0.0,0
115,0.04,2,0.0,0.0,0
250,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.17,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
56,0.0,2,0.0,0.0,0
255,0.0,2,0.54,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
175,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
37,0.11,2,0.0,0.0,0
20,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
240,0.01,2,0.0,0.0,0
255,0.0,8,1.0,1.0,0
221,0.0,1,0.0,0.0,0
138,0.08,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
28,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
231,0.0,2,0.0,0.0,0
172,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
86,0.03,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
5,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
244,0.04,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
134,0.01,2,0.0,0.0,0
1,0.8,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
245,0.01,3,0.0,0.0,0
68,0.06,2,0.0,0.0,0
63,0.03,2,0.0,0.0,0
2,0.82,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
27,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
170,0.02,2,0.0,0.0,0
86,0.02,2,0.0,0.0,0
251,0.01,2,0.0,0.0,0
240,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.12,0.11,0
255,0.0,2,0.0,0.0,0
107,0.67,2,0.0,0.0,0
247,0.0,1,0.0,0.0,0
155,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
75,0.12,2,0.2,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
37,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
2,0.77,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
230,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
203,0.04,2,0.0,0.0,0
10,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
255,0.0,2,0.2,0.2,0
166,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,7,0.17,1.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
251,0.01,2,0.0,0.0,0
1,0.22,2,0.0,0.15,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.03,0.05,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
241,0.01,9,0.5,1.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
164,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
243,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
141,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
14,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
231,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.17,0.17,0
255,0.0,1,0.0,0.0,0
49,0.02,2,0.0,0.0,0
144,0.0,2,0.0,0.0,0
1,0.57,2,0.0,0.0,0
3,0.03,2,0.0,0.0,0
230,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
4,0.59,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
11,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.08,0.08,0
255,0.0,2,0.0,0.0,0
17,0.08,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
204,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
32,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
231,0.01,2,0.0,0.0,0
18,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
235,0.01,2,0.0,0.0,0
203,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
8,0.06,2,0.0,0.0,0
254,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
189,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.7,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
251,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.25,0.25,0
27,0.51,2,0.0,0.0,0
82,0.2,2,0.0,0.0,0
9,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
4,0.28,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
16,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
216,0.02,2,0.0,0.0,0
76,0.13,2,0.0,0.0,0
143,0.07,2,0.0,0.0,0
10,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,8,0.4,1.0,0
1,0.74,2,0.0,0.0,0
158,0.03,2,0.0,0.0,0
33,0.04,2,0.0,0.0,0
38,0.12,2,0.0,0.0,0
249,0.01,2,0.0,0.0,0
230,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
13,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
146,0.01,2,0.0,0.0,0
78,0.02,8,1.0,1.0,0
179,0.08,2,0.0,0.0,0
253,0.0,2,0.0,0.0,0
142,0.12,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
3,0.01,2,0.0,0.0,0
193,0.03,2,0.0,0.0,0
82,0.0,2,0.12,0.0,0
255,0.0,2,0.0,0.0,0
115,0.32,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.03,0.03,0
1,0.86,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
153,0.0,2,0.0,0.0,0
192,0.0,2,0.0,0.0,0
167,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
102,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
100,0.0,2,0.0,0.0,0
254,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
254,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
4,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
124,0.04,2,0.0,0.0,0
140,0.0,1,0.0,0.0,0
255,0.0,9,0.08,0.4,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
196,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
105,0.03,2,0.0,0.0,0
137,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
225,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
193,0.33,2,0.0,0.0,0
3,0.5,2,0.0,0.0,0
1,0.1,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
140,0.03,2,0.0,0.0,0
25,0.1,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
39,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
14,0.68,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.44,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.0,2,0.0,0.0,0
181,0.02,1,0.0,0.0,0
13,0.0,1,0.0,0.0,0
2,0.08,2,0.0,0.0,0
11,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
88,0.02,2,0.0,0.0,0
66,0.18,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
150,0.03,2,0.0,0.0,0
154,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
37,0.13,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
243,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
15,0.08,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.03,0.03,0
240,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
99,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
247,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
48,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
253,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
55,0.05,7,0.5,1.0,0
255,0.0,2,0.0,0.0,0
123,0.02,2,0.0,0.0,0
140,0.0,2,0.0,0.0,0
25,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
166,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.05,0.0,0
38,0.02,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
58,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
11,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
171,0.02,2,0.0,0.0,0
239,0.02,2,0.0,0.0,0
1,0.49,2,0.0,0.0,0
133,0.03,2,0.0,0.0,0
1,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.69,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
157,0.04,2,0.0,0.0,0
222,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
235,0.02,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
125,0.0,2,0.0,0.0,0
68,0.02,2,0.0,0.0,0
244,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
60,0.02,2,0.0,0.0,0
255,0.0,2,0.2,0.33,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.87,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
175,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
5,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
54,0.02,2,0.0,0.0,0
92,0.0,2,0.0,0.0,0
21,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
112,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.5,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
42,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.57,2,0.0,0.0,0
13,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
191,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
173,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.1,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
38,0.05,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
113,0.05,2,0.0,0.0,0
10,0.07,2,0.0,0.0,0
1,0.04,2,0.0,0.04,0
255,0.0,2,0.07,0.07,0
129,0.03,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
240,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
9,0.9,2,0.0,0.0,0
10,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
25,0.03,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
233,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
250,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
33,0.07,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
14,0.08,2,0.0,0.0,0
192,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
243,0.02,2,0.0,0.0,0
231,0.01,2,0.0,0.0,0
252,0.01,2,0.0,0.0,0
9,0.59,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
35,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
173,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
39,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
250,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
4,0.07,2,0.0,0.0,0
187,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
91,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
118,0.09,2,0.0,0.0,0
254,0.0,1,0.0,0.0,0
255,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.17,2,0.0,0.09,0
54,0.06,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
199,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
27,0.13,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
170,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
217,0.02,2,0.0,0.0,0
230,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
68,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.5,0.5,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
72,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.84,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
40,0.0,2,0.0,0.0,0
2,0.52,2,0.0,0.0,0
182,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
172,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
67,0.0,1,0.0,0.0,0
33,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
3,0.08,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
253,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
166,0.01,2,0.0,0.0,0
54,0.02,2,0.0,0.0,0
11,0.0,2,0.0,0.0,0
255,0.0,2,0.25,0.0,0
1,0.15,2,0.0,0.06,0
255,0.0,2,0.25,0.25,0
255,0.0,2,0.0,0.0,0
57,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
207,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
165,0.02,2,0.0,0.0,0
255,0.0,2,0.08,0.0,0
255,0.0,2,0.0,0.0,0
200,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.26,2,0.0,0.0,0
255,0.0,8,0.11,0.07,0
228,0.01,2,0.0,0.0,0
14,0.0,1,0.0,0.0,0
40,0.29,2,0.0,0.0,0
110,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
168,0.08,2,0.0,0.0,0
26,0.02,9,1.0,1.0,0
131,0.0,2,0.0,0.0,0
228,0.01,2,0.0,0.0,0
216,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.0,2,0.0,0.0,0
255,0.0,4,0.25,0.5,0
255,0.0,2,0.0,0.0,0
71,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
2,0.57,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
5,0.55,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
145,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
230,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
243,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
228,0.01,2,0.0,0.0,0
63,0.0,2,0.0,0.0,0
159,0.05,2,0.0,0.0,0
187,0.13,2,0.0,0.0,0
209,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
52,0.05,2,0.0,0.0,0
118,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
28,0.11,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
61,0.03,2,0.0,0.0,0
16,0.0,1,0.0,0.0,0
254,0.01,2,0.0,0.0,0
241,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
13,0.02,2,0.0,0.0,0
201,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
52,0.06,2,0.0,0.0,0
239,0.01,2,0.0,0.0,0
242,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
1,0.85,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
181,0.02,2,0.0,0.0,0
157,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
182,0.1,4,0.33,0.5,0
33,0.01,2,0.0,0.0,0
143,0.03,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
214,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
57,0.04,2,0.0,0.0,0
135,0.04,2,0.0,0.0,0
11,0.09,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
102,0.02,2,0.0,0.0,0
137,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
143,0.04,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
177,0.19,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
70,0.03,2,0.0,0.0,0
255,0.0,1,0.0,0.0,0
2,0.17,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
228,0.01,2,0.0,0.0,0
235,0.0,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
251,0.01,2,0.0,0.0,0
208,0.02,1,0.0,0.0,0
255,0.0,2,0.0,0.0,0
170,0.05,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
135,0.02,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
90,0.62,2,0.0,0.0,0
192,0.01,2,0.0,0.0,0
254,0.01,2,0.0,0.0,0
255,0.0,2,0.0,0.0,0
37,0.03,2,0.0,0.0,0
245,0.0,1,0.0,0.0,0
229,0.01,2,0.0,0.0,0
2,0.85,2,0.0,0.0,0
