dst_host_srv_serror_rate,dst_host_serror_rate,serror_rate,srv_serror_rate,count,flag,same_srv_rate,dst_host_srv_count,dst_host_diff_srv_rate,Malicious
0,0,0,0,1,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,17,2,1,255,0,0
0,0,0,0,1,2,1,190,0.04,0
0,0,0,0,1,2,1,39,0.02,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,72,2,1,246,0.01,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,175,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,18,2,1,24,0,0
0,0,0,0,1,2,1,34,0,0
0,0,0,0,136,2,1,191,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,162,0.07,0
0.01,0,0,0,9,2,1,255,0,0
0,0,0,0,1,2,1,83,0,0
0,0.51,0,0,1,2,1,42,0.51,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,7,2,1,47,0.05,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0.01,0.01,0.17,0.17,6,2,1,233,0.02,0
0,0,0,0,137,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0.01,0.04,0.5,0.5,2,4,1,255,0,0
0.09,0.01,0,0,1,2,1,11,0.05,0
0,0,0,0,125,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,3,2,0.33,2,0.33,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,1,2,1,145,0.05,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,3,1,1,0.03,0
0,0,0.33,0.25,3,4,1,255,0,0
0,0,0,0,77,2,1,254,0.01,0
0,0,0,0,5,2,1,255,0,0
0.01,0,0,0,7,2,1,72,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,1,2,1,119,0.08,0
0,0,0,0,12,2,1,255,0,0
0.01,0.2,0.5,0.07,2,4,1,255,0,0
0,0,0,0,1,2,1,1,0.83,0
0,0,0,0,30,2,1,255,0,0
0,0,0,0,1,2,1,237,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,144,0.03,0
0,0,0,0,20,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,29,2,1,255,0,0
0,0,0,0,1,2,1,229,0.02,0
0,0,0,0,22,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0.04,0,0,1,2,1,255,0,0
0,0,0,0,6,2,0.17,1,0.01,0
0,0,0,0,1,1,1,200,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,15,2,1,69,0.02,0
0,0,0,0,322,2,1,254,0.01,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,5,2,0.2,1,0.54,0
0,0,0,0.02,25,2,1,108,0,0
0,0,0,0,17,2,1,255,0,0
0,0,0,0,1,2,1,12,0,0
0,0,0,0,7,2,0.14,234,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,15,2,1,221,0,0
0,0,0,0,233,2,1,255,0,0
0,0,0,0,108,2,1,166,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,100,0.14,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,2,2,1,38,0.06,0
0,0,0,0,24,2,1,76,0.02,0
0,0,0,0,28,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0.01,0,0,10,2,1,255,0,0
0,0,0,0,5,2,0.2,3,0.75,0
0,0,0,0,11,2,1,255,0,0
0.01,0.01,0.25,0.25,4,2,1,255,0,0
0,0,0,0,1,2,1,98,0,0
0,0,0,0,2,2,1,2,0.16,0
0,0,0,0,1,2,1,246,0.02,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,252,2,1,251,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0.03,0.33,0.14,3,2,1,255,0,0
0,0,0,0,1,2,1,252,0.01,0
0.02,0,0,0,3,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,129,0.02,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,2,2,1,2,0.25,0
0,0,0,0,6,2,0.33,234,0.01,0
0,0,0,0,1,2,1,147,0.02,0
0,0,0,0,17,2,1,70,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,2,2,1,61,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,2,2,1,220,0.03,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,10,2,0.1,238,0.01,0
0.09,0.09,0,0,1,2,1,11,0,0
0,0,0,0,2,2,1,255,0,0
0,0.01,0.06,0,17,2,0.06,1,0.08,0
0,0,0,0,1,2,1,200,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,212,2,1,98,0.02,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,35,0.04,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,6,2,1,64,0.02,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,67,0.3,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,1,2,1,229,0.03,0
0,0,0,0,5,2,1,88,0,0
0.01,0.03,0.5,0.5,2,2,1,255,0,0
0.01,0.01,0,0,6,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,15,2,1,247,0,0
0.01,0.02,0,0,1,1,1,255,0,0
0,0,0,0,122,2,1,254,0.01,0
0,0,0,0,34,2,1,255,0,0
0,0,0,0,81,2,0.98,242,0.01,0
0,0,0,0,19,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,1,2,1,102,0.02,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,199,2,1,255,0,0
0,0,0,0,1,2,1,156,0.05,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0.01,0,0,0,1,2,1,255,0,0
0.01,0,0,0,1,2,1,193,0,0
0,0,0,0,177,2,1,229,0.01,0
0,0,0,0,1,2,1,54,0.06,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0.01,0.02,0,0,1,2,1,123,0.1,0
0,0,0,0,7,2,1,114,0.02,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,2,2,1,54,0.4,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,67,2,1,223,0.02,0
0,0,0.2,0.2,5,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,2,2,1,2,0.49,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,11,2,0.91,10,0.58,0
0.02,0.01,0,0,1,2,1,62,0.06,0
0,0,0,0,22,2,1,230,0,0
0.01,0.01,0,0,1,2,1,162,0.04,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,241,0.03,0
0,0,0,0,2,2,1,206,0,0
0.01,0.02,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,133,0.02,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,7,2,1,246,0.01,0
0,0,0,0,3,2,1,61,0.09,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,2,2,1,2,0.66,0
0,0,0,0,6,2,0.17,225,0.01,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,1,2,1,38,0.04,0
0,0.01,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,54,0.04,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,35,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,176,2,0.99,241,0.02,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0.01,0,0,0,1,2,1,255,0,0
0,0,0,0,5,2,0.2,230,0.01,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,24,2,1,255,0,0
0,0,0,0,1,2,1,150,0.03,0
0,0,0,0,158,2,1,225,0.01,0
0,0,0,0,1,2,1,1,0.73,0
0,0,0,0,7,2,1,23,0.03,0
0,0,0,0,7,2,1,255,0,0
0.01,0.02,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,102,0.02,0
0,0,0,0,3,2,0.33,4,0.67,0
0,0,0,0,57,2,1,255,0,0
0,0,0,0,1,3,1,115,0.04,0
0,0,0,0,4,2,0.5,2,0.4,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,88,2,1,255,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,6,2,1,229,0.01,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,20,2,1,255,0,0
0,0,0,0,5,2,0.2,1,0.42,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,1,2,1,45,0.03,0
0.01,0.01,0,0,1,2,1,121,0.02,0
0,0,0,0,3,2,0.33,3,0.69,0
0,0,0,0,4,2,1,250,0.01,0
0,0,0,0,1,2,1,118,0.2,0
0,0,0,0,2,2,1,73,0.04,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,175,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.01,0,0,0,2,2,0.5,140,0.67,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,39,2,1,255,0,0
0,0,0,0,1,2,1,16,0.03,0
0.09,0.53,1,1,1,9,1,22,0.06,0
0,0,0,0,237,2,1,245,0.01,0
0.01,0,0,0,1,1,1,227,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,20,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,103,0.03,0
0,0,0,0,1,3,1,2,0.29,0
0,0,0,0,2,2,0.5,4,0.01,0
0,0,0,0,66,2,1,253,0.01,0
0,0,0,0,127,2,0.99,254,0.01,0
0,0.03,0,0,2,2,0.5,104,0.12,0
0.01,0,0,0,21,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0.14,0.03,0,0,1,2,1,14,0.05,0
0,0,0,0,22,2,1,255,0,0
0.73,0.82,0,0,1,2,1,22,0.07,0
0,0,0,0,1,2,1,244,0.01,0
0,0,0,0,1,2,1,16,0.61,0
0,0,0,0,24,2,1,255,0,0
0.01,0,0,0,3,2,1,255,0,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,1,2,1,240,0.01,0
0,0,0,0,1,2,1,81,0.05,0
0,0,0,0,2,2,0.5,104,0.01,0
0,0.98,0,0,1,2,1,4,0.07,0
0,0,0,0,11,2,1,255,0,0
0.02,0,0,0,2,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,1,1,224,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,58,0.32,0
0,0,0,0,2,2,1,119,0.01,0
0,0,0,0,5,5,0.2,7,0.25,0
0.2,0.33,0.33,0.33,3,9,1,5,0,0
0,0,0,0,1,2,1,189,0.04,0
0.01,0.03,0.33,0.09,3,2,1,255,0,0
0,0,0,0,4,2,0.25,1,0.06,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,127,2,1,255,0,0
0,0,0,0,4,2,0.25,113,0.02,0
0,0,0,0,51,2,1,255,0,0
0,0,0,0,2,2,1,106,0.03,0
0.05,0.02,0,0,1,2,1,21,0.03,0
0,0,0,0,1,2,1,25,0.03,0
0,0,0,0,1,2,1,13,0.85,0
0,0,0,0,68,2,1,124,0.02,0
0,0,0,0,1,2,1,239,0.02,0
0,0,0,0,1,2,1,151,0.04,0
0.01,0,0,0,3,2,1,112,0,0
0,0,0,0,36,2,1,255,0,0
0,0,0,0,1,1,1,124,0,0
0,0,0,0,1,2,1,166,0.02,0
0,0.87,0,0,2,2,0.5,1,0.09,0
0,0,0,0,27,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,1,1,233,0,0
0,0,0,0,1,2,1,177,0.2,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,11,2,1,231,0.02,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,3,3,1,255,0,0
0,0,0,0,2,2,0.5,72,0.03,0
0,0,0,0,23,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,20,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,2,1,8,0.03,0
0,0,0,0,1,2,1,51,0.04,0
0,0,0,0,1,2,1,10,0.12,0
0,0,0,0,43,2,1,253,0.01,0
0.2,0.01,0,0,1,2,1,5,0.28,0
0,0,0,0,1,2,1,203,0.04,0
0,0,0,0,1,1,1,251,0,0
0,0,0,0,2,2,0.5,192,0.02,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,12,2,1,18,0.14,0
0.01,0.25,0.25,0.2,4,2,1,255,0,0
0,0,0,0,1,2,1,4,0.03,0
0,0,0,0,187,2,0.99,185,0.01,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,3,1,44,0.59,0
0,0,0,0,84,2,1,254,0.01,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,250,0.01,0
0,0,0,0,1,3,1,114,0.04,0
0,0,0,0,1,2,1,34,0.02,0
0,0,0,0,19,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,91,0,0
0,0.64,0,0,1,2,1,29,0.64,0
0.02,0.01,0,0,1,2,1,131,0.03,0
0,0,0,0,1,2,1,15,0,0
0.01,0,0,0,17,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,104,0.01,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,78,2,1,161,0.01,0
0,0.01,0,0,10,2,1,255,0,0
0.01,0,0,0,1,2,1,255,0,0
0,0,0,0,106,2,1,227,0.01,0
0.01,0.33,0.33,0.17,3,2,1,255,0,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,1,2,1,61,0.03,0
0,0,0,0,1,2,1,183,0.02,0
0,0,0,0,1,2,1,7,0.03,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,58,0.03,0
0.02,0.01,0,0,2,2,1,45,0.07,0
0,0,0,0,1,2,1,1,0.38,0
0,0,0,0,279,2,1,251,0.01,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,2,1,33,0.74,0
0,0,0,0,7,2,1,237,0.01,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,118,2,1,254,0.01,0
0,0,0,0,1,2,1,8,0.03,0
0,0,0,0,128,2,0.99,242,0.01,0
0,0,0,0,43,2,1,255,0,0
0.01,0.01,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,155,0.02,0
0,0,0,0,2,2,1,72,0.02,0
0,0,0,0,41,2,1,255,0,0
0,0,0,0,68,2,1,255,0,0
0,0,0,0,1,2,1,1,0.44,0
0,0,0,0,1,2,1,1,0.77,0
0,0,0,0,88,2,1,254,0.01,0
0,0,0,0,69,2,1,254,0.01,0
0,0,0,0,1,2,1,122,0.03,0
0,0,0,0,133,2,1,255,0,0
0.02,0.01,0.5,0.5,2,4,1,129,0.05,0
0,0.01,0,0,1,2,1,1,0.05,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0.01,0.01,0,0,1,2,1,173,0.04,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,0.5,2,0.49,0
0,0,0,0,100,2,1,253,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,248,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,17,2,1,255,0,0
0.01,0.01,0,0,5,2,1,255,0,0
0,0,0,0,21,2,1,255,0,0
0,0,0,0,202,2,1,255,0,0
0,0,0,0,1,1,1,246,0,0
0,0,0,0,1,2,1,2,0,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0.02,0.01,0,0,1,2,1,113,0.05,0
0,0,0,0,1,2,1,161,0.03,0
0,0,0,0,10,2,1,86,0.07,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,15,2,1,255,0,0
0,0.31,0,0,1,2,1,83,0.31,0
0,0,0,0,1,2,1,182,0.04,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,240,0.06,0
0,0,0,0,6,2,1,254,0.01,0
0,0,0,0,22,2,1,78,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,1,2,1,2,0.06,0
0,0,0,0,25,2,1,255,0,0
0,0,0,0,69,2,1,254,0.01,0
0,0,0,0,208,2,1,254,0.01,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,63,0.02,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,18,2,1,74,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,32,2,1,255,0,0
0,0,0,0,9,2,1,25,0,0
0,0,0,0,33,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0.03,0.01,0.33,0.33,3,9,1,31,0.04,0
0,0,0,0,8,2,1,56,0.13,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,130,0.07,0
0,0,0,0,13,2,1,235,0,0
0,0,0,0,200,2,1,86,0.02,0
0,0,0,0,1,2,1,23,0.11,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,162,2,1,251,0.01,0
0,0,0,0,1,2,1,31,0.06,0
0,0,0,0,1,1,1,229,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,233,2,1,247,0.01,0
0,0,0,0,260,2,1,254,0.01,0
0.03,0.03,0,0,11,2,1,39,0,0
0.75,0.58,0,0,1,2,1,51,0.02,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,2,2,1,3,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,16,2,1,255,0,0
0,0,0,0,225,2,1,254,0.01,0
0,0,0,0,1,2,1,104,0.04,0
0,0,0,0,72,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0.01,0,0,0.05,19,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,8,2,1,94,0.05,0
0,0.01,0,0,1,2,1,43,0.05,0
0,0,0,0,5,2,1,111,0.01,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,453,2,1,255,0,0
0,0,0,0,23,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,60,2,1,255,0,0
0,0,0,0,5,2,1,182,0.01,0
0,0,0,0,1,2,1,165,0.02,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,273,2,0,34,0.06,0
0,0,0,0,22,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.01,0,0,0,10,2,1,135,0,0
0,0,0,0,1,2,1,140,0.02,0
0,0,0,0,69,2,1,237,0.01,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,187,2,0.99,150,0.02,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,109,2,1,255,0,0
0,0,0,0,42,2,1,255,0,0
0,0,0,0,26,2,1,255,0,0
0,0,0,0,203,2,1,166,0.01,0
0,0,0.5,0.33,2,2,1,255,0,0
0.01,0.01,0.25,0.2,4,2,1,255,0,0
0,0,0,0,22,2,1,255,0,0
0,0,0,0,7,2,0.14,235,0.01,0
0,0,0,0,250,2,1,207,0.01,0
0,0.8,0,0,1,2,1,28,0.07,0
0,0,0,0,10,2,1,255,0,0
0,0,0,0,4,2,1,165,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,3,2,1,254,0.01,0
0,0,0,0,9,2,1,118,0,0
0,0,0,0,2,2,1,227,0.01,0
0,0,0,0,5,2,1,229,0.02,0
0,0,0,0,17,2,1,121,0.02,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.02,0.01,0,0,1,2,1,130,0.03,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,8,2,0.12,235,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0.01,0,0,20,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,2,2,1,157,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,1,2,1,143,0.04,0
0,0,0,0,1,2,1,29,0.05,0
0.01,0.25,0.5,0.17,2,4,1,255,0,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,1,2,1,240,0.05,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,140,2,1,255,0,0
0,0,0,0,2,2,1,233,0.01,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0.01,0,0,2,2,0.5,38,0.04,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,20,2,1,255,0,0
0,0,0,0,12,2,1,255,0,0
0,0,0,0,2,2,1,42,0.09,0
0,0,0,0,38,2,1,255,0,0
0,0,0,0,255,2,1,242,0.01,0
0,0,0,0,1,2,1,144,0.12,0
0,0,0,0,2,2,1,2,0.51,0
0,0,0,0,12,2,0.08,1,0.07,0
0,0,0,0,4,2,1,255,0,0
0,0,0,0,12,2,1,116,0.04,0
0,0,0,0,1,2,1,10,0.12,0
0,0,0,0,2,2,0.5,4,0.01,0
0,0,0,0,15,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,1,1,1,196,0,0
0,0,0,0,13,2,1,255,0,0
0,0,0,0,2,2,1,37,0,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,80,2,1,254,0.01,0
0,0,0,0,27,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,2,0.47,0
0,0,0,0,1,1,1,247,0,0
0,0,0,0,8,2,1,255,0,0
0,0,0,0,2,2,1,108,0.29,0
0,0,0,0,7,2,1,247,0.01,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,137,2,1,247,0.01,0
0,0,0,0,5,2,1,240,0.02,0
0,0,0,0,3,2,1,247,0.01,0
0,0,0,0,2,2,1,222,0.01,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,1,2,1,74,0.03,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,8,2,1,255,0,0
0,0.01,0,0,4,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,6,2,1,35,0,0
0,0.89,0,0,6,2,1,12,0.07,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,4,2,1,255,0,0
0.01,0,0,0,5,2,1,122,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,3,2,0.67,30,0.05,0
0,0,0,0,2,2,1,252,0.01,0
0,0,0,0,5,2,0.2,1,0.52,0
0,0,0,0,197,2,1,255,0,0
0,0,0,0,1,2,1,18,0.09,0
0,0,0,0,5,2,1,255,0,0
0,0,0,0,22,2,1,255,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,1,2,1,2,0.19,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,1,0.71,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,5,2,1,239,0.01,0
0.18,0,0,0,2,2,1,11,0,0
0,0,0,0,12,2,1,248,0.01,0
0,0,0,0,1,2,1,124,0.06,0
0,0,0,0,368,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,9,2,0.11,4,0.01,0
0,0,0,0,14,2,1,255,0,0
0.01,0,0,0,1,2,1,192,0.1,0
0,0,0,0,1,1,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,14,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,9,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0.01,0.01,0,0,2,2,1,75,0.03,0
0,0,0,0,1,2,1,69,0.04,0
0,0,0,0,1,2,1,2,0.68,0
0,0,0,0,7,2,1,255,0,0
0,0,0,0,1,2,1,2,0,0
0,0,0,0,1,2,1,255,0,0
0,0.01,0,0,9,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,17,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,255,0,0
0,0,0,0,18,2,1,255,0,0
0,0,0,0,1,1,1,57,0,0
0,0,0,0,11,2,1,255,0,0
0,0,0,0,10,2,1,123,0.02,0
0.18,0.06,0,0,1,2,1,11,0.09,0
0,0,0,0,221,2,1,255,0,0
0,0,0,0,1,2,1,1,0.62,0
0,0,0,0,1,2,1,1,0.63,0
0,0,0,0,1,2,1,90,0.05,0
0,0,0,0,1,2,1,131,0,0
0,0,0,0,25,2,1,255,0,0
0,0.01,0.05,0,22,2,0.05,1,0.05,0
0,0.14,0,0,1,2,1,108,0.04,0
0,0,0,0,20,2,1,255,0,0
0,0,0,0,6,2,1,255,0,0
0,0,0,0,2,2,1,255,0,0
0,0,0,0,8,2,0.12,199,0.01,0
0,0,0,0,3,2,1,255,0,0
0,0,0,0,1,2,1,253,0.01,0
0,0,0,0,162,2,1,255,0,0
0,0,0,0,200,2,1,254,0.01,0
0,0,0.07,0.07,14,2,1,255,0,0
